A13-03A-16-33,4.19,2.99,0,0.2,0
A13-03A-16-32,4.33,2.85,55.8,0.2,55.8
A13-03A-16-31,4.4,2.77,30.7,0.2,86.5
A13-03A-16-30,5.8,2.65,52.6,0.2,134
A13-03A-16-29,4.98,2.54,23.8,0.2,121.3
A13-03A-16-28,4.57,2.43,35.3,0.2,133.6
